Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
5,18,,DQN,DISCARD,pass,0.0,[11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
5,,,DQN,DECLARE_PIZZA,,,,,,,,,,
5,19,,DQN,DISCARD,C11;Q2;J0,0.0,[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
5,19,,GEN_OPP,DISCARD,pass,0.0,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
5,19,,R1,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
5,,,DQN,DECLARE_PIZZA,,,,,,,,,,
5,20,,DQN,DISCARD,pass,0.0,[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
5,20,,GEN_OPP,DISCARD,pass,0.0,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q1;J0', 'pass']",,,,
5,,,,DECLARE_PIZZA,,,,,,,,,,
5,21,,DQN,DISCARD,C11;Q2;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
5,21,,GEN_OPP,DISCARD,pass,0.0,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
5,21,,R1,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
5,,,DQN,DECLARE_PIZZA,,,,,,,,,,
5,22,,GEN_OPP,DISCARD,pass,0.0,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q1;J0', 'pass']",,,,
5,,,,DECLARE_PIZZA,,,,,,,,,,
5,23,,GEN_OPP,DISCARD,pass,0.0,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q1;J0', 'pass']",,,,
5,,,,DECLARE_PIZZA,,,,,,,,,,
5,24,,GEN_OPP,DISCARD,C9;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q1;J0', 'pass']",,,,
5,24,,R1,DISCARD,pass,0.0,[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
5,,,GEN_OPP,DECLARE_PIZZA,,,,,,,,,,
5,24,,SYSTEM,END_MATCH,,,,,,,"{'DQN': 'dishwasher', 'GEN_OPP': 'waiter', 'R1': 'chef', 'R2': 'souschef'}","{'R2': 3, 'DQN': 2, 'GEN_OPP': 1, 'R1': 0}","{'DQN': 113, 'GEN_OPP': 104, 'R1': 258, 'R2': 245}",
5,0,,SYSTEM,DEAL_CARDS,,,"[[1, 3, 4, 4, 5, 6, 6, 7, 8, 8, 8, 10, 10, 11, 11, 11, 11], [2, 4, 5, 5, 6, 7, 7, 8, 8, 8, 9, 9, 10, 11, 11, 11, 11], [3, 5, 6, 6, 7, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11, 11], [2, 3, 4, 5, 6, 7, 7, 7, 8, 9, 9, 10, 10, 10, 10, 12, 12]]",,,,,,,
5,0,,SYSTEM,CARD_EXCHANGE,"['', '', [3, 5], 2, [11], [12, 12]]",,"[[1, 2, 3, 4, 4, 5, 6, 6, 7, 8, 8, 8, 10, 10, 11, 11, 11], [4, 5, 5, 6, 7, 7, 8, 8, 8, 9, 9, 10, 11, 11, 11, 11, 11], [6, 6, 7, 8, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11, 11, 12, 12], [2, 3, 3, 4, 5, 5, 6, 7, 7, 7, 8, 9, 9, 10, 10, 10, 10]]",,,,,,,
6,0,,SYSTEM,NEW_MATCH,,,,,,,"{'DQN': 'souschef', 'GEN_OPP': 'waiter', 'R1': 'dishwasher', 'R2': 'chef'}",,"{'DQN': 5, 'GEN_OPP': 3, 'R1': 10, 'R2': 12}",
6,1,,DQN,DISCARD,C11;Q2;J0,0.0,[ 1.  2.  3.  4.  4.  5.  6.  6.  7.  8.  8.  8. 10. 10. 11.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0']",,,,
6,1,,GEN_OPP,DISCARD,C9;Q2;J0,0.0,[ 4.  5.  5.  6.  7.  7.  8.  8.  8. 10. 11. 11. 11. 11. 11.  0.  0.],[11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q2;J0', 'C7;Q2;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q2;J0', 'pass']",,,,
6,1,,R1,DISCARD,C6;Q2;J0,0.0,[ 7.  8.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12. 12.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q2;J0', 'C6;Q2;J1', 'C6;Q2;J2', 'pass']",,,,
6,1,,R2,DISCARD,C5;Q2;J0,0.0,[ 2.  3.  3.  4.  6.  7.  7.  7.  8.  9.  9. 10. 10. 10. 10.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q2;J0', 'C5;Q2;J0', 'pass']",,,,
6,1,,DQN,DISCARD,C4;Q2;J0,0.0,[ 1.  2.  3.  5.  6.  6.  7.  8.  8.  8. 10. 10. 11.  0.  0.  0.  0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q2;J0', 'pass']",,,,
6,1,,GEN_OPP,DISCARD,pass,0.0,[ 4.  5.  5.  6.  7.  7.  8.  8.  8. 10. 11. 11. 11. 11. 11.  0.  0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,1,,R1,DISCARD,pass,0.0,[ 7.  8.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12. 12.  0.  0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,1,,R2,DISCARD,C3;Q2;J0,0.0,[ 2.  4.  6.  7.  7.  7.  8.  9.  9. 10. 10. 10. 10.  0.  0.  0.  0.],[4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C3;Q2;J0', 'pass']",,,,
6,1,,DQN,DISCARD,pass,0.0,[ 1.  2.  3.  5.  6.  6.  7.  8.  8.  8. 10. 10. 11.  0.  0.  0.  0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,,,R2,DECLARE_PIZZA,,,,,,,,,,
6,2,,R2,DISCARD,C9;Q2;J0,0.0,[ 2.  4.  6.  7.  7.  7.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C4;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'pass']",,,,
6,2,,DQN,DISCARD,C8;Q2;J0,0.0,[ 1.  2.  3.  5.  6.  6.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.],[9. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q2;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'pass']",,,,
6,2,,GEN_OPP,DISCARD,C7;Q2;J0,0.0,[ 4.  5.  5.  6.  8.  8.  8. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q2;J0', 'C7;Q2;J0', 'pass']",,,,
6,2,,R1,DISCARD,pass,0.0,[ 7.  8.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12. 12.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,2,,R2,DISCARD,pass,0.0,[ 2.  4.  6.  7.  7.  7.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,2,,DQN,DISCARD,C6;Q2;J0,0.0,[ 1.  2.  3.  5.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q2;J0', 'pass']",,,,
6,2,,GEN_OPP,DISCARD,pass,0.0,[ 4.  5.  5.  6.  8.  8.  8. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q2;J0', 'pass']",,,,
6,,,DQN,DECLARE_PIZZA,,,,,,,,,,
6,3,,DQN,DISCARD,C3;Q1;J0,0.0,[ 1.  2.  5.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C3;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
6,3,,GEN_OPP,DISCARD,pass,0.0,[ 4.  5.  5.  6.  8.  8.  8. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,3,,R1,DISCARD,pass,0.0,[ 7.  8.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12. 12.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,3,,R2,DISCARD,C2;Q1;J0,0.0,[ 4.  6.  7.  7.  7.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'pass']",,,,
6,3,,DQN,DISCARD,C1;Q1;J0,0.0,[ 2.  5.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'pass']",,,,
6,3,,R2,DISCARD,pass,0.0,[ 4.  6.  7.  7.  7.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,,,DQN,DECLARE_PIZZA,,,,,,,,,,
6,4,,DQN,DISCARD,C2;Q1;J0,0.0,[ 5.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
6,4,,GEN_OPP,DISCARD,pass,0.0,[ 4.  5.  5.  6.  8.  8.  8. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,4,,R1,DISCARD,pass,0.0,[ 7.  8.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12. 12.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,4,,R2,DISCARD,pass,0.0,[ 4.  6.  7.  7.  7.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,,,DQN,DECLARE_PIZZA,,,,,,,,,,
6,5,,DQN,DISCARD,pass,0.0,[ 5.  7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'pass']",,,,
6,5,,GEN_OPP,DISCARD,C8;Q3;J0,0.0,[ 4.  5.  5.  6. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'pass']",,,,
6,5,,R1,DISCARD,pass,0.0,[ 7.  8.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12. 12.  0.  0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,5,,R2,DISCARD,C7;Q3;J0,0.0,[ 4.  6.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 7. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q3;J0', 'pass']",,,,
6,5,,GEN_OPP,DISCARD,pass,0.0,[ 4.  5.  5.  6. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 7. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 7. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,,,R2,DECLARE_PIZZA,,,,,,,,,,
6,6,,R2,DISCARD,C6;Q1;J0,0.0,[ 4.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'pass']",,,,
6,6,,DQN,DISCARD,C5;Q1;J0,0.0,[ 7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'pass']",,,,
6,6,,GEN_OPP,DISCARD,C4;Q1;J0,0.0,[ 5.  5.  6. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
6,6,,R1,DISCARD,pass,0.0,[ 7.  8.  9.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12. 12.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,6,,R2,DISCARD,pass,0.0,[ 4.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,6,,DQN,DISCARD,pass,0.0,[ 7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,,,GEN_OPP,DECLARE_PIZZA,,,,,,,,,,
6,7,,GEN_OPP,DISCARD,pass,0.0,[ 5.  5.  6. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'pass']",,,,
6,7,,R1,DISCARD,C9;Q1;J1,0.0,[ 7.  8.  9.  9.  9.  9. 10. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 9. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q1;J0', 'C7;Q1;J1', 'C7;Q1;J2', 'C8;Q1;J0', 'C8;Q1;J1', 'C8;Q1;J2', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q1;J2', 'C9;Q2;J0', 'C9;Q2;J1', 'C9;Q2;J2', 'C9;Q3;J0', 'C9;Q3;J1', 'C9;Q3;J2', 'C9;Q4;J0', 'C9;Q4;J1', 'C9;Q4;J2', 'C9;Q5;J0', 'C9;Q5;J1', 'C9;Q5;J2', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q1;J2', 'C10;Q2;J0', 'C10;Q2;J1', 'C10;Q2;J2', 'C10;Q3;J0', 'C10;Q3;J1', 'C10;Q3;J2', 'C11;Q1;J0', 'C11;Q1;J1', 'C11;Q1;J2', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q2;J2', 'C11;Q3;J0', 'C11;Q3;J1', 'C11;Q3;J2', 'pass']",,,,
6,7,,R2,DISCARD,pass,0.0,[ 4.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 9. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 9. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
6,7,,DQN,DISCARD,pass,0.0,[ 7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 9. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 9. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
6,,,R1,DECLARE_PIZZA,,,,,,,,,,
6,8,,R1,DISCARD,C9;Q3;J0,0.0,[ 7.  8.  9. 10. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'C7;Q1;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q2;J0', 'C9;Q2;J1', 'C9;Q3;J0', 'C9;Q3;J1', 'C9;Q4;J0', 'C9;Q4;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q3;J0', 'C11;Q3;J1', 'C0;Q0;J1', 'pass']",,,,
6,8,,R2,DISCARD,pass,0.0,[ 4.  8. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,8,,DQN,DISCARD,pass,0.0,[ 7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,8,,GEN_OPP,DISCARD,pass,0.0,[ 5.  5.  6. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 9. 9. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,,,R1,DECLARE_PIZZA,,,,,,,,,,
6,9,,R1,DISCARD,C10;Q1;J0,0.0,[ 7.  8.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q1;J0', 'C7;Q1;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q3;J0', 'C11;Q3;J1', 'C0;Q0;J1', 'pass']",,,,
6,9,,R2,DISCARD,C8;Q1;J0,0.0,[ 4. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C8;Q1;J0', 'pass']",,,,
6,9,,DQN,DISCARD,pass,0.0,[ 7.  8. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'pass']",,,,
6,9,,GEN_OPP,DISCARD,pass,0.0,[ 5.  5.  6. 10. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'pass']",,,,
6,9,,R1,DISCARD,C7;Q1;J0,0.0,[ 8.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'C7;Q1;J1', 'pass']",,,,
6,9,,R2,DISCARD,C4;Q1;J0,0.0,[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
6,9,,R1,DISCARD,pass,0.0,[ 8.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
6,,,R2,DECLARE_PIZZA,,,,,,,,,,
